trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
63,filler_31,Control,Coco,Coco,Kick,Kick,Gabriel,Gabriel,CocopateoaGabriel.png,CocopateoaGabriel.wav,si Coco pateo a Gabriel,¿Coco pateo a Gabriel?
66,filler_34,Control,Gabriel,Gabriel,Lift,Lift,Emma,Emma,GabrielalzoaEmma.png,GabrielalzoaEmma.wav,si Gabriel alzo a Emma,¿Gabriel alzo a Emma?
29,item_04,Patient,Víctor,Víctor,Lift,Lift,Raquel,Laura,VíctoralzoaRaquel.png,VíctoralzoaLaura.wav,no Víctor alzo a Raquel,¿Víctor alzo a Laura?
22,item_03,Patient,Salma,Salma,Poke,Poke,Sandra,Ingrid,SalmatocoaSandra.png,SalmatocoaIngrid.wav,no Salma toco a Sandra,¿Salma toco a Ingrid?
41,filler_09,Control,Laura,Laura,Pull,Pull,Eva,Eva,LaurahaloaEva.png,LaurahaloaEva.wav,si Laura halo a Eva,¿Laura halo a Eva?
50,filler_18,Control,Paula,Paula,Poke,Poke,Judit,Judit,PaulatocoaJudit.png,PaulatocoaJudit.wav,si Paula toco a Judit,¿Paula toco a Judit?
52,filler_20,Control,Ingrid,Ingrid,Poke,Poke,Juncal,Juncal,IngridtocoaJuncal.png,IngridtocoaJuncal.wav,si Ingrid toco a Juncal,¿Ingrid toco a Juncal?
64,filler_32,Control,Laura,Laura,Kiss,Kiss,Miguel,Miguel,LaurabesoaMiguel.png,LaurabesoaMiguel.wav,si Laura beso a Miguel,¿Laura beso a Miguel?
03,item_01,Verb,Tania,Tania,Kiss,Kick,Simon,Simon,TaniabesoaSimon.png,TaniapateoaSimon.wav,no Tania beso a Simon,¿Tania pateo a Simon?
51,filler_19,Control,Judit,Judit,Pull,Pull,Belen,Belen,JudithaloaBelen.png,JudithaloaBelen.wav,si Judit halo a Belen,¿Judit halo a Belen?
60,filler_28,Control,Ines,Ines,Kick,Kick,Hugo,Hugo,InespateoaHugo.png,InespateoaHugo.wav,si Ines pateo a Hugo,¿Ines pateo a Hugo?
02,item_01,Agent,Tania,Olga,Kiss,Kiss,Simon,Simon,TaniabesoaSimon.png,OlgabesoaSimon.wav,no Tania beso a Simon,¿Olga beso a Simon?
70,filler_38,Control,Hugo,Hugo,Lift,Lift,Nadia,Nadia,HugoalzoaNadia.png,HugoalzoaNadia.wav,si Hugo alzo a Nadia,¿Hugo alzo a Nadia?
65,filler_33,Control,Olga,Olga,Kiss,Kiss,Lucas,Lucas,OlgabesoaLucas.png,OlgabesoaLucas.wav,si Olga beso a Lucas,¿Olga beso a Lucas?
47,filler_15,Control,Emma,Emma,Pull,Pull,Ana,Ana,EmmahaloaAna.png,EmmahaloaAna.wav,si Emma halo a Ana,¿Emma halo a Ana?
