trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
34,filler_18,Verb,Mandy,Mandy,Push,Poke,Lacey,Lacey,MandyIsPushingLacey.png,IsMandyPokingLacey.wav,no Mandy is pushing Lacey,is Mandy poking Lacey
35,filler_19,Verb,Henry,Henry,Pull,Push,Brandy,Brandy,HenryIsPullingBrandy.png,IsHenryPushingBrandy.wav,no Henry is pulling Brandy,is Henry pushing Brandy
36,filler_20,Verb,Danny,Danny,Pull,Lift,Henry,Henry,DannyIsPullingHenry.png,IsDannyLiftingHenry.wav,no Danny is pulling Henry,is Danny lifting Henry
37,filler_21,Verb,Johnny,Johnny,Kick,Push,Chloe,Chloe,JohnnyIsKickingChloe.png,IsJohnnyPushingChloe.wav,no Johnny is kicking Chloe,is Johnny pushing Chloe
38,filler_22,Verb,Lacey,Lacey,Lift,Poke,Brandy,Brandy,LaceyIsLiftingBrandy.png,IsLaceyPokingBrandy.wav,no Lacey is lifting Brandy,is Lacey poking Brandy
39,filler_23,Verb,Kenny,Kenny,Poke,Push,Tracy,Tracy,KennyIsPokingTracy.png,IsKennyPushingTracy.wav,no Kenny is poking Tracy,is Kenny pushing Tracy
40,filler_24,Verb,Jenny,Jenny,Push,Pull,Vicky,Vicky,JennyIsPushingVicky.png,IsJennyPullingVicky.wav,no Jenny is pushing Vicky,is Jenny pulling Vicky
41,filler_25,Verb,Jenny,Jenny,Lift,Poke,Mindy,Mindy,JennyIsLiftingMindy.png,IsJennyPokingMindy.wav,no Jenny is lifting Mindy,is Jenny poking Mindy
42,filler_26,Verb,Ollie,Ollie,Kiss,Push,Hailey,Hailey,OllieIsKissingHailey.png,IsOlliePushingHailey.wav,no Ollie is kissing Hailey,is Ollie pushing Hailey
43,filler_27,Verb,Sally,Sally,Push,Kick,Harvey,Harvey,SallyIsPushingHarvey.png,IsSallyKickingHarvey.wav,no Sally is pushing Harvey,is Sally kicking Harvey
44,filler_28,Verb,Jenny,Jenny,Push,Kick,Johnny,Johnny,JennyIsPushingJohnny.png,IsJennyKickingJohnny.wav,no Jenny is pushing Johnny,is Jenny kicking Johnny
45,filler_29,Verb,Nancy,Nancy,Kick,Kiss,Jimmy,Jimmy,NancyIsKickingJimmy.png,IsNancyKissingJimmy.wav,no Nancy is kicking Jimmy,is Nancy kissing Jimmy
46,filler_30,Verb,Lilly,Lilly,Lift,Pull,Brandy,Brandy,LillyIsLiftingBrandy.png,IsLillyPullingBrandy.wav,no Lilly is lifting Brandy,is Lilly pulling Brandy
47,filler_31,Verb,Chloe,Chloe,Push,Kick,Henry,Henry,ChloeIsPushingHenry.png,IsChloeKickingHenry.wav,no Chloe is pushing Henry,is Chloe kicking Henry
48,filler_32,Verb,Betty,Betty,Push,Kick,Danny,Danny,BettyIsPushingDanny.png,IsBettyKickingDanny.wav,no Betty is pushing Danny,is Betty kicking Danny
49,filler_33,Verb,Betty,Betty,Push,Pull,Carlie,Carlie,BettyIsPushingCarlie.png,IsBettyPullingCarlie.wav,no Betty is pushing Carlie,is Betty pulling Carlie
50,filler_34,Verb,Franny,Franny,Poke,Kick,Jerry,Jerry,FrannyIsPokingJerry.png,IsFrannyKickingJerry.wav,no Franny is poking Jerry,is Franny kicking Jerry
51,filler_35,Verb,Lilly,Lilly,Poke,Kick,Davey,Davey,LillyIsPokingDavey.png,IsLillyKickingDavey.wav,no Lilly is poking Davey,is Lilly kicking Davey
52,filler_36,Verb,Vicky,Vicky,Push,Kiss,Jimmy,Jimmy,VickyIsPushingJimmy.png,IsVickyKissingJimmy.wav,no Vicky is pushing Jimmy,is Vicky kissing Jimmy
53,filler_37,Verb,Freddy,Freddy,Poke,Push,Brandy,Brandy,FreddyIsPokingBrandy.png,IsFreddyPushingBrandy.wav,no Freddy is poking Brandy,is Freddy pushing Brandy
54,filler_38,Verb,Sally,Sally,Kiss,Kick,Ronnie,Ronnie,SallyIsKissingRonnie.png,IsSallyKickingRonnie.wav,no Sally is kissing Ronnie,is Sally kicking Ronnie
55,filler_39,Verb,Brandy,Brandy,Kick,Kiss,Jerry,Jerry,BrandyIsKickingJerry.png,IsBrandyKissingJerry.wav,no Brandy is kicking Jerry,is Brandy kissing Jerry
56,filler_40,Verb,Chloe,Chloe,Kick,Kiss,Sammy,Sammy,ChloeIsKickingSammy.png,IsChloeKissingSammy.wav,no Chloe is kicking Sammy,is Chloe kissing Sammy
57,filler_41,Verb,Carlie,Carlie,Lift,Pull,Mandy,Mandy,CarlieIsLiftingMandy.png,IsCarliePullingMandy.wav,no Carlie is lifting Mandy,is Carlie pulling Mandy
58,filler_42,Verb,Jerry,Jerry,Pull,Lift,Timmy,Timmy,JerryIsPullingTimmy.png,IsJerryLiftingTimmy.wav,no Jerry is pulling Timmy,is Jerry lifting Timmy
59,filler_43,Verb,Kylie,Kylie,Push,Poke,Mindy,Mindy,KylieIsPushingMindy.png,IsKyliePokingMindy.wav,no Kylie is pushing Mindy,is Kylie poking Mindy
60,filler_44,Verb,Brandy,Brandy,Push,Kick,Jerry,Jerry,BrandyIsPushingJerry.png,IsBrandyKickingJerry.wav,no Brandy is pushing Jerry,is Brandy kicking Jerry
61,filler_45,Verb,Franny,Franny,Lift,Kiss,Percy,Percy,FrannyIsLiftingPercy.png,IsFrannyKissingPercy.wav,no Franny is lifting Percy,is Franny kissing Percy
62,filler_46,Verb,Jimmy,Jimmy,Poke,Lift,Wally,Wally,JimmyIsPokingWally.png,IsJimmyLiftingWally.wav,no Jimmy is poking Wally,is Jimmy lifting Wally
63,filler_47,Verb,Laurie,Laurie,Lift,Pull,Tori,Tori,LaurieIsLiftingTori.png,IsLauriePullingTori.wav,no Laurie is lifting Tori,is Laurie pulling Tori
64,filler_48,Verb,Hailey,Hailey,Lift,Kick,Teddy,Teddy,HaileyIsLiftingTeddy.png,IsHaileyKickingTeddy.wav,no Hailey is lifting Teddy,is Hailey kicking Teddy
65,filler_49,Verb,Sally,Sally,Poke,Kick,Timmy,Timmy,SallyIsPokingTimmy.png,IsSallyKickingTimmy.wav,no Sally is poking Timmy,is Sally kicking Timmy
66,filler_50,Verb,Jimmy,Jimmy,Poke,Lift,Sammy,Sammy,JimmyIsPokingSammy.png,IsJimmyLiftingSammy.wav,no Jimmy is poking Sammy,is Jimmy lifting Sammy
67,filler_51,Verb,Kenny,Kenny,Kiss,Push,Cindy,Cindy,KennyIsKissingCindy.png,IsKennyPushingCindy.wav,no Kenny is kissing Cindy,is Kenny pushing Cindy
68,filler_52,Verb,Sally,Sally,Lift,Kiss,Harvey,Harvey,SallyIsLiftingHarvey.png,IsSallyKissingHarvey.wav,no Sally is lifting Harvey,is Sally kissing Harvey
69,filler_53,Verb,Carrie,Carrie,Push,Kick,Danny,Danny,CarrieIsPushingDanny.png,IsCarrieKickingDanny.wav,no Carrie is pushing Danny,is Carrie kicking Danny
70,filler_54,Verb,Teddy,Teddy,Pull,Lift,Timmy,Timmy,TeddyIsPullingTimmy.png,IsTeddyLiftingTimmy.wav,no Teddy is pulling Timmy,is Teddy lifting Timmy
71,filler_55,Verb,Timmy,Timmy,Lift,Push,Mandy,Mandy,TimmyIsLiftingMandy.png,IsTimmyPushingMandy.wav,no Timmy is lifting Mandy,is Timmy pushing Mandy
72,filler_56,Verb,Chloe,Chloe,Push,Poke,Brandy,Brandy,ChloeIsPushingBrandy.png,IsChloePokingBrandy.wav,no Chloe is pushing Brandy,is Chloe poking Brandy
