,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
599,1,debugbPyh,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_01.wav
937,1,debugGBMeG,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_01.wav
179,1,debugNOJtB,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_01.wav
1017,1,debugwtf2,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_01.wav
224,1,debugChhuV,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_01.wav
327,1,debugon5NA,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_01.wav
230,1,debugGWPp,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_01.wav
630,1,debugu3TPO,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_01.wav
446,2,debugXcGIZ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_02.wav
669,2,debugbPyh,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_02.wav
893,2,debugiRoi,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_02.wav
887,2,debugGBMeG,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_02.wav
12,2,debugThRJ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_02.wav
124,2,debugXYbKK,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_02.wav
552,2,debugu3TPO,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_02.wav
126,2,debugNOJtB,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_02.wav
248,2,debugon5NA,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_02.wav
419,2,debugHgTv,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_02.wav
801,2,debug7H9Lw,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_02.wav
658,2,debugsAs7N,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_02.wav
437,2,debugUhIX,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_02.wav
841,2,debugqjXr,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugqjXrl_prosody_study_exp0_05_3_2020_trial_02.wav
144,2,debugfV3vu,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_02.wav
136,2,debugmUopq,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_02.wav
308,2,debugChhuV,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_02.wav
413,2,debugUEIdI,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_02.wav
910,2,debug0IAXH,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_02.wav
690,2,debugQsw3,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_02.wav
109,2,debugUi8I,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_02.wav
961,2,debugwtf2,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_02.wav
712,2,debugGS5H,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_02.wav
568,2,debugVMfT,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugVMfTV_prosody_study_exp0_05_5_2020_trial_02.wav
148,2,debugTIRYI,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_02.wav
310,2,debugGWPp,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_02.wav
721,2,debug442SJU,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_02.wav
404,2,debugxVy5,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_02.wav
398,2,debugepQb,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_02.wav
741,2,debugKWITH,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_02.wav
618,2,debug2Zrm7,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_02.wav
152,3,debugUi8I,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_03.wav
671,3,debug2Zrm7,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_03.wav
631,3,debugsAs7N,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_03.wav
707,3,debug442SJU,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_03.wav
139,3,debugXYbKK,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_03.wav
620,3,debugbPyh,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_03.wav
739,3,debugQsw3,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_03.wav
521,3,debugXcGIZ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_03.wav
119,3,debugfV3vu,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_03.wav
715,3,debugGS5H,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_03.wav
773,3,debug7H9Lw,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_03.wav
127,3,debugmUopq,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_03.wav
583,3,debugu3TPO,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_03.wav
688,3,debugKWITH,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_03.wav
114,3,debugTIRYI,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_03.wav
137,3,debugNOJtB,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_03.wav
959,3,debugwtf2,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_03.wav
378,3,debugUhIX,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_03.wav
396,3,debugHgTv,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_03.wav
935,3,debugiRoi,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_03.wav
368,3,debugGWPp,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_03.wav
41,3,debugThRJ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_03.wav
920,3,debug0IAXH,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_03.wav
402,3,debugUEIdI,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_03.wav
417,3,debugepQb,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_03.wav
411,3,debugxVy5,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_03.wav
371,3,debugChhuV,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_03.wav
830,3,debugGBMeG,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_03.wav
280,3,debugon5NA,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_03.wav
873,3,debugqjXr,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugqjXrl_prosody_study_exp0_05_3_2020_trial_03.wav
2,4,debugUi8I,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_04.wav
110,4,debugNRJL,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNRJLc_prosody_study_exp0_05_4_2020_trial_04.wav
697,4,debugu3TPO,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_04.wav
258,4,debugxVy5,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_04.wav
274,4,debugUEIdI,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_04.wav
600,4,debugKWITH,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_04.wav
660,4,debug7H9Lw,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_04.wav
1013,4,debug0IAXH,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_04.wav
118,4,debugThRJ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_04.wav
986,4,debugiRoi,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_04.wav
27,4,debugmUopq,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_04.wav
18,4,debugXYbKK,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_04.wav
16,4,debugNOJtB,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_04.wav
309,4,debugXcGIZ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_04.wav
301,4,debugUhIX,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_04.wav
286,4,debugHgTv,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_04.wav
977,4,debugGBMeG,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_04.wav
813,4,debugbPyh,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_04.wav
716,4,debugVMfT,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugVMfTV_prosody_study_exp0_05_5_2020_trial_04.wav
448,4,debugChhuV,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_04.wav
445,4,debugGWPp,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_04.wav
863,4,debugwtf2,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_04.wav
542,4,debugQsw3,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_04.wav
807,4,debugsAs7N,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_04.wav
565,4,debugGS5H,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_04.wav
763,4,debug2Zrm7,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_04.wav
897,4,debugn78O,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugn78OE_prosody_study_exp0_05_5_2020_trial_04.wav
252,4,debugepQb,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_04.wav
576,4,debug442SJU,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_04.wav
393,4,debugon5NA,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_04.wav
40,4,debugfV3vu,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_04.wav
45,4,debugTIRYI,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_04.wav
151,5,debugNRJL,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNRJLc_prosody_study_exp0_05_4_2020_trial_05.wav
270,5,debugxVy5,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_05.wav
628,5,debug7H9Lw,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_05.wav
522,5,debugGWPp,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_05.wav
243,5,debugHgTv,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_05.wav
570,5,debugGS5H,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_05.wav
422,5,debugon5NA,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_05.wav
369,5,debugXcGIZ,不 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_05.wav
